work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,action_correct,actor_correct,affected_correct,consequence_correct,correct_count_0_4,scenario_all_4_correct,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,rating_condition_id,english_baseline_rating,matched_condition_rating,absolute_rating_shift,comprehension_proportion,any_comprehension_error,shift_tier_manuscript
S42__bn__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"B, C, D, A",416,7,423,0.00111,bn_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__bn__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",290,7,297,0.000498,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__ta__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"B,C,D,A",458,4,462,0.001185,ta_translation_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__bn__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",1042,10,1052,0.003276,bn_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__ta__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"B,C,D,A",461,4,465,0.0011925,ta_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__bn__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",1036,10,1046,0.003258,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__ta__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",352,7,359,0.000591,ta_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__es__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",311,4,315,0.0008175,es_translation_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__ta__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",1117,10,1127,0.003501,ta_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__ta__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",1113,10,1123,0.003489,ta_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__ta__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",355,7,362,0.0005955,ta_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__es__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",423,10,433,0.001419,es_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__es__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",313,7,320,0.0005325,es_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__es__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"B,C,D,A",310,4,314,0.000815,es_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__ja__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,B、C、D、A,462,7,469,0.001225,ja_translation_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S42__es__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"B,C,D,A",423,10,433,0.001419,es_adapted_reason_en,5.0,3.0,2.0,1.0,0,Higher-shift
S42__ar__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,"B, C, D, A",335,7,342,0.0009075,ar_translation_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__ja__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,462,7,469,0.001225,ja_adapted_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S42__es__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",312,7,319,0.000531,es_adapted_reason_en,5.0,3.0,2.0,1.0,0,Higher-shift
S42__ja__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",335,7,342,0.0005655,ja_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__ja__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",338,7,345,0.00057,ja_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S42__ja__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,516,10,526,0.001698,ja_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S42__ja__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,516,10,526,0.001698,ja_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S42__ar__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,636,10,646,0.002058,ar_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__ar__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",337,7,344,0.0005685,ar_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S42__ar__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"B, C, D, A",333,7,340,0.0009025,ar_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S42__ar__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,637,10,647,0.002061,ar_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S43__hi__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,0,1,1,3,0,"ए, सी, डी, ए",371,7,378,0.0009975,hi_translation_reason_en,3.0,7.0,4.0,0.75,1,Higher-shift
S43__hi__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,0,1,1,3,0,"A, C, D, A",367,7,374,0.0009875,hi_adapted_reason_en,3.0,4.0,1.0,0.75,1,Higher-shift
S43__hi__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"B, C, D, A",316,7,323,0.000537,hi_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S42__ar__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",336,7,343,0.000567,ar_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S43__bn__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",409,7,416,0.0010925,bn_translation_reason_en,3.0,4.0,1.0,1.0,0,Higher-shift
S43__hi__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",803,10,813,0.002559,hi_translation_reason_en,5.0,2.0,3.0,1.0,0,Higher-shift
S43__hi__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",313,7,320,0.0005325,hi_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S43__bn__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,0,1,1,3,0,"A, C, D, A",404,7,411,0.00108,bn_adapted_reason_en,3.0,3.0,0.0,0.75,1,Higher-shift
S43__bn__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",279,7,286,0.0004815,bn_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S43__ta__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,0,1,1,3,0,"A,C,D,A",469,4,473,0.0012125,ta_translation_reason_en,3.0,3.0,0.0,0.75,1,Higher-shift
S43__hi__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",805,10,815,0.002565,hi_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S43__bn__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",282,7,289,0.000486,bn_adapted_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S43__ta__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,0,1,1,3,0,"A,C,D,A",463,4,467,0.0011975,ta_adapted_reason_en,3.0,4.0,1.0,0.75,1,Higher-shift
S43__ta__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",1048,10,1058,0.003294,ta_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S43__ta__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",338,7,345,0.00057,ta_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S43__es__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",306,4,310,0.000805,es_translation_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S43__bn__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",1006,10,1016,0.003168,bn_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S43__bn__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",1004,10,1014,0.003162,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S43__ta__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",337,7,344,0.0005685,ta_adapted_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S43__es__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"B,C,D,A",304,4,308,0.0008,es_adapted_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S43__es__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",308,7,315,0.000525,es_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S43__es__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",400,10,410,0.00135,es_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S43__ja__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,417,7,424,0.0011125,ja_adapted_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S43__ja__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,B、C、D、A,420,7,427,0.00112,ja_translation_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S43__ta__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",1039,10,1049,0.003267,ta_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S43__es__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522,es_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S43__ja__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",305,7,312,0.0005205,ja_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S43__ja__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,470,10,480,0.00156,ja_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S43__ar__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,0,1,1,3,0,A، C، D، A,340,7,347,0.00092,ar_translation_reason_en,3.0,3.0,0.0,0.75,1,Higher-shift
S43__ja__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522,ja_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S43__ja__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,468,10,478,0.001554,ja_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S43__ar__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"B, C, D, A",339,7,346,0.0009175,ar_adapted_reason_en,3.0,7.0,4.0,1.0,0,Higher-shift
S43__ar__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",343,7,350,0.0005775,ar_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
S47__hi__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"D, A, B, C",372,7,379,0.001,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S43__es__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"B,C,D,A",396,10,406,0.001338,es_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S43__ar__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",342,7,349,0.000576,ar_adapted_reason_en,4.0,6.0,2.0,1.0,0,Higher-shift
S47__hi__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"D, A, B, C",888,10,898,0.002814,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__hi__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"D, A, B, C",371,7,378,0.0009975,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__hi__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"D, A, B, C",307,7,314,0.0005235,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__bn__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"D, A, B, C",379,7,386,0.0010175,bn_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__hi__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"D, A, B, C",885,10,895,0.002805,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S43__ar__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,661,10,671,0.002133,ar_adapted_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S47__hi__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"D, A, B, C",307,7,314,0.0005235,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__bn__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"D, A, B, C",377,7,384,0.0010125,bn_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S43__ar__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,665,10,675,0.002145,ar_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S47__bn__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"D, A, B, C",985,10,995,0.003105,bn_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__bn__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"D, A, B, C",255,7,262,0.0004455,bn_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ta__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"D,A,B,C",426,4,430,0.001105,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__bn__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"D, A, B, C",971,10,981,0.003063,bn_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__bn__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"D, A, B, C",255,7,262,0.0004455,bn_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ta__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"D,A,B,C",427,4,431,0.0011075,ta_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ta__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"D,A,B,C",1102,10,1112,0.003456,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ta__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"D, A, B, C",334,7,341,0.000564,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__es__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"D,A,B,C",295,4,299,0.0007775,es_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ta__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"D,A,B,C",1096,10,1106,0.003438,ta_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__es__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"D,A,B,C",294,4,298,0.000775,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__es__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"D, A, B, C",296,7,303,0.000507,es_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__es__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"D,A,B,C",374,10,384,0.001272,es_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ja__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,D、A、B、C,424,7,431,0.00113,ja_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ta__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"D, A, B, C",336,7,343,0.000567,ta_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__es__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"D,A,B,C",372,10,382,0.001266,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__es__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"D, A, B, C",295,7,302,0.0005055,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ja__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,D、A、B、C,425,7,432,0.0011325,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ja__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"D, A, B, C",323,7,330,0.0005475,ja_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ja__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,0,3,0,D、A、B、A,472,10,482,0.001566,ja_translation_reason_en,7.0,7.0,0.0,0.75,1,Lower-shift
S47__ar__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,D، A، B، C,323,7,330,0.0008775,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ar__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"D, A, B, C",322,7,329,0.000875,ar_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ja__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"D, A, B, C",320,7,327,0.000543,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ar__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"D, A, B, C",333,7,340,0.0005625,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ar__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,D، A، B، C,602,10,612,0.001956,ar_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S48__hi__literal__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"A, B, C, D",350,7,357,0.000945,hi_translation_reason_en,3.0,6.0,3.0,1.0,0,Higher-shift
S47__ar__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,D، A، B، C,598,10,608,0.001944,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ja__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,D、A、B、C,475,10,485,0.001575,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S47__ar__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"D, A, B, C",335,7,342,0.0005655,ar_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S48__hi__adapted__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"A, B, C, D",351,7,358,0.0009475,hi_adapted_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S48__hi__literal__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"A, B, C, D",855,10,865,0.002715,hi_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S48__bn__literal__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"A, B, C, D",400,7,407,0.00107,bn_translation_reason_en,3.0,5.0,2.0,1.0,0,Higher-shift
S48__bn__adapted__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"A, B, C, D",399,7,406,0.0010675,bn_adapted_reason_en,3.0,6.0,3.0,1.0,0,Higher-shift
S48__hi__adapted__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"A, B, C, D",855,10,865,0.002715,hi_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S48__bn__literal__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,0,1,1,3,0,"B, B, C, D",272,7,279,0.000471,bn_translation_reason_en,4.0,6.0,2.0,0.75,1,Higher-shift
S48__ta__literal__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,0,1,1,3,0,"B,B,C,D",465,4,469,0.0012025,ta_translation_reason_en,3.0,4.0,1.0,0.75,1,Higher-shift
S48__ta__literal__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"A, B, C, D",341,7,348,0.0005745,ta_translation_reason_en,4.0,4.0,0.0,1.0,0,Higher-shift
